minfd,minfddesc,majfd,majfddesc,Coded unit,fdgp,fd gp description
29403,OTHER FROZEN CONVENIENCE CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,264301.0,CEREALS OTHER THAN BREAD
29403,OTHER FROZEN CONVENIENCE CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29403,OTHER FROZEN CONVENIENCE CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29404,FROZEN PIZZA,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,251301.0,ALL CEREALS
29404,FROZEN PIZZA,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,264301.0,CEREALS OTHER THAN BREAD
29404,FROZEN PIZZA,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29404,FROZEN PIZZA,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29409,OTHER FROZEN CONVENIENCE CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,251301.0,ALL CEREALS
29409,OTHER FROZEN CONVENIENCE CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,264301.0,CEREALS OTHER THAN BREAD
29409,OTHER FROZEN CONVENIENCE CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29409,OTHER FROZEN CONVENIENCE CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29901,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29901,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29901,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29901,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29902,CAKE TART SPONGE AND PUDDING MIXES,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29902,CAKE TART SPONGE AND PUDDING MIXES,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29902,CAKE TART SPONGE AND PUDDING MIXES,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29902,CAKE TART SPONGE AND PUDDING MIXES,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29903,CANNED PASTA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29903,CANNED PASTA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29903,CANNED PASTA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29903,CANNED PASTA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29904,SAUCE MIXES,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29904,SAUCE MIXES,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29904,SAUCE MIXES,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29904,SAUCE MIXES,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29905,OTHER CEREAL CONV FOODS (INC CANNED) NSE,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29905,OTHER CEREAL CONV FOODS (INC CANNED) NSE,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29905,OTHER CEREAL CONV FOODS (INC CANNED) NSE,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29905,OTHER CEREAL CONV FOODS (INC CANNED) NSE,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29906,PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29906,PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29906,PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29906,PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29907,"CAKE, PUDDING AND DESSERT MIXES",299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29907,"CAKE, PUDDING AND DESSERT MIXES",299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29907,"CAKE, PUDDING AND DESSERT MIXES",299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29907,"CAKE, PUDDING AND DESSERT MIXES",299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29908,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29908,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29908,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29908,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29909,CEREAL SNACKS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29909,CEREAL SNACKS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29909,CEREAL SNACKS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29909,CEREAL SNACKS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29910,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29910,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29910,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29910,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29911,PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29911,PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29911,PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29911,PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29912,TAKEAWAY PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29912,TAKEAWAY PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29912,TAKEAWAY PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29912,TAKEAWAY PIZZA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29913,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29913,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29913,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29913,OTHER CEREAL CONVENIENCE FOODS,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29914,PASTA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,251301.0,ALL CEREALS
29914,PASTA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,264301.0,CEREALS OTHER THAN BREAD
29914,PASTA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29914,PASTA,299,TOTAL CEREAL CONVENIENCE FOODS NSE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
30101,OTHER CEREAL FOODS,301,OTHER CEREAL FOODS,oz,251301.0,ALL CEREALS
30101,OTHER CEREAL FOODS,301,OTHER CEREAL FOODS,oz,264301.0,CEREALS OTHER THAN BREAD
30101,OTHER CEREAL FOODS,301,OTHER CEREAL FOODS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
30101,OTHER CEREAL FOODS,301,OTHER CEREAL FOODS,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
30401,TEA,304,TEA,oz,304313.0,BEVERAGES
30401,TEA,304,TEA,oz,304339.0,BEVERAGES & MISCELLANEOUS
30701,COFFEE  BEAN  &  GROUND,307,COFFEE BEAN AND GROUND,oz,304313.0,BEVERAGES
30701,COFFEE  BEAN  &  GROUND,307,COFFEE BEAN AND GROUND,oz,304339.0,BEVERAGES & MISCELLANEOUS
30701,COFFEE  BEAN  &  GROUND,307,COFFEE BEAN AND GROUND,oz,307309.0,"COFFEE BEAN, INSTANT & ESSENCES"
30701,COFFEE  BEAN  &  GROUND,307,COFFEE BEAN AND GROUND,oz,307313.0,BEVERAGES OTHER THAN TEA
30801,COFFEE  INSTANT  (INCL  AFD),308,COFFEE INSTANT (INCL AFD),oz,304313.0,BEVERAGES
30801,COFFEE  INSTANT  (INCL  AFD),308,COFFEE INSTANT (INCL AFD),oz,304339.0,BEVERAGES & MISCELLANEOUS
30801,COFFEE  INSTANT  (INCL  AFD),308,COFFEE INSTANT (INCL AFD),oz,307309.0,"COFFEE BEAN, INSTANT & ESSENCES"
30801,COFFEE  INSTANT  (INCL  AFD),308,COFFEE INSTANT (INCL AFD),oz,307313.0,BEVERAGES OTHER THAN TEA
30901,COFFEE  ESSENCES,309,COFFEE ESSENCES,floz,304313.0,BEVERAGES
30901,COFFEE  ESSENCES,309,COFFEE ESSENCES,floz,304339.0,BEVERAGES & MISCELLANEOUS
30901,COFFEE  ESSENCES,309,COFFEE ESSENCES,floz,307309.0,"COFFEE BEAN, INSTANT & ESSENCES"
30901,COFFEE  ESSENCES,309,COFFEE ESSENCES,floz,307313.0,BEVERAGES OTHER THAN TEA
31201,COCOA  &  DRINKING  CHOCOLATE,312,COCOA AND DRINKING CHOCOLATE,oz,304313.0,BEVERAGES
31201,COCOA  &  DRINKING  CHOCOLATE,312,COCOA AND DRINKING CHOCOLATE,oz,304339.0,BEVERAGES & MISCELLANEOUS
31201,COCOA  &  DRINKING  CHOCOLATE,312,COCOA AND DRINKING CHOCOLATE,oz,307313.0,BEVERAGES OTHER THAN TEA
31301,BRANDED  FOOD  DRINKS,313,BRANDED FOOD DRINKS,oz,304313.0,BEVERAGES
31301,BRANDED  FOOD  DRINKS,313,BRANDED FOOD DRINKS,oz,304339.0,BEVERAGES & MISCELLANEOUS
31301,BRANDED  FOOD  DRINKS,313,BRANDED FOOD DRINKS,oz,307313.0,BEVERAGES OTHER THAN TEA
31401,MINERAL WATERS,314,MINERAL WATER,floz,304339.0,BEVERAGES & MISCELLANEOUS
31401,MINERAL WATERS,314,MINERAL WATER,floz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
31401,MINERAL WATERS,314,MINERAL WATER,floz,314339.0,ALL OTHER FOODS
31501,BABY  FOODS  CANNED  OR  BOTTLED,315,BABY FOODS CANNED OR BOTTLED,oz,304339.0,BEVERAGES & MISCELLANEOUS
31501,BABY  FOODS  CANNED  OR  BOTTLED,315,BABY FOODS CANNED OR BOTTLED,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
31501,BABY  FOODS  CANNED  OR  BOTTLED,315,BABY FOODS CANNED OR BOTTLED,oz,314339.0,ALL OTHER FOODS
31501,BABY  FOODS  CANNED  OR  BOTTLED,315,BABY FOODS CANNED OR BOTTLED,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
31801,SOUPS  CANNED,318,SOUPS CANNED,oz,304339.0,BEVERAGES & MISCELLANEOUS
31801,SOUPS  CANNED,318,SOUPS CANNED,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
31801,SOUPS  CANNED,318,SOUPS CANNED,oz,314339.0,ALL OTHER FOODS
31801,SOUPS  CANNED,318,SOUPS CANNED,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
31801,SOUPS  CANNED,318,SOUPS CANNED,oz,318319.0,"SOUPS, CANNED, DEHYDRATED, POWDERED"
31802,SOUPS  CANNED CONDENSED,318,SOUPS CANNED,oz,304339.0,BEVERAGES & MISCELLANEOUS
31802,SOUPS  CANNED CONDENSED,318,SOUPS CANNED,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
31802,SOUPS  CANNED CONDENSED,318,SOUPS CANNED,oz,314339.0,ALL OTHER FOODS
31802,SOUPS  CANNED CONDENSED,318,SOUPS CANNED,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
31802,SOUPS  CANNED CONDENSED,318,SOUPS CANNED,oz,318319.0,"SOUPS, CANNED, DEHYDRATED, POWDERED"
31803,SOUPS  CANNED  OTHER,318,SOUPS CANNED,oz,304339.0,BEVERAGES & MISCELLANEOUS
31803,SOUPS  CANNED  OTHER,318,SOUPS CANNED,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
31803,SOUPS  CANNED  OTHER,318,SOUPS CANNED,oz,314339.0,ALL OTHER FOODS
31803,SOUPS  CANNED  OTHER,318,SOUPS CANNED,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
31803,SOUPS  CANNED  OTHER,318,SOUPS CANNED,oz,318319.0,"SOUPS, CANNED, DEHYDRATED, POWDERED"
31901,SOUPS  DEHYDRATED  &  POWDERED,319,SOUPS DEHYDRATED AND POWDERED,oz,304339.0,BEVERAGES & MISCELLANEOUS
31901,SOUPS  DEHYDRATED  &  POWDERED,319,SOUPS DEHYDRATED AND POWDERED,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
31901,SOUPS  DEHYDRATED  &  POWDERED,319,SOUPS DEHYDRATED AND POWDERED,oz,314339.0,ALL OTHER FOODS
31901,SOUPS  DEHYDRATED  &  POWDERED,319,SOUPS DEHYDRATED AND POWDERED,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
31901,SOUPS  DEHYDRATED  &  POWDERED,319,SOUPS DEHYDRATED AND POWDERED,oz,318319.0,"SOUPS, CANNED, DEHYDRATED, POWDERED"
32001,AFD  FOODS  (EXCL  COFFEE),320,AFD FOODS (EXCL COFFEE),oz,304339.0,BEVERAGES & MISCELLANEOUS
32001,AFD  FOODS  (EXCL  COFFEE),320,AFD FOODS (EXCL COFFEE),oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
32001,AFD  FOODS  (EXCL  COFFEE),320,AFD FOODS (EXCL COFFEE),oz,314339.0,ALL OTHER FOODS
32001,AFD  FOODS  (EXCL  COFFEE),320,AFD FOODS (EXCL COFFEE),oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
32301,SPREADS  &  DRESSINGS,323,SPREADS AND DRESSINGS,oz,304339.0,BEVERAGES & MISCELLANEOUS
32301,SPREADS  &  DRESSINGS,323,SPREADS AND DRESSINGS,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
32301,SPREADS  &  DRESSINGS,323,SPREADS AND DRESSINGS,oz,314339.0,ALL OTHER FOODS
32301,SPREADS  &  DRESSINGS,323,SPREADS AND DRESSINGS,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
32302,SALAD DRESSINGS,323,SPREADS AND DRESSINGS,oz,304339.0,BEVERAGES & MISCELLANEOUS
32302,SALAD DRESSINGS,323,SPREADS AND DRESSINGS,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
32302,SALAD DRESSINGS,323,SPREADS AND DRESSINGS,oz,314339.0,ALL OTHER FOODS
32302,SALAD DRESSINGS,323,SPREADS AND DRESSINGS,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
32303,OTHER SPREADS AND DRESSINGS,323,SPREADS AND DRESSINGS,oz,304339.0,BEVERAGES & MISCELLANEOUS
32303,OTHER SPREADS AND DRESSINGS,323,SPREADS AND DRESSINGS,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
32303,OTHER SPREADS AND DRESSINGS,323,SPREADS AND DRESSINGS,oz,314339.0,ALL OTHER FOODS
32303,OTHER SPREADS AND DRESSINGS,323,SPREADS AND DRESSINGS,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
32701,PICKLES  &  SAUCES,327,PICKLES AND SAUCES,oz,304339.0,BEVERAGES & MISCELLANEOUS
32701,PICKLES  &  SAUCES,327,PICKLES AND SAUCES,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
32701,PICKLES  &  SAUCES,327,PICKLES AND SAUCES,oz,314339.0,ALL OTHER FOODS
32701,PICKLES  &  SAUCES,327,PICKLES AND SAUCES,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
32801,MEAT AND YEAST EXTRACTS,328,MEAT AND YEAST EXTRACTS,oz,304339.0,BEVERAGES & MISCELLANEOUS
32801,MEAT AND YEAST EXTRACTS,328,MEAT AND YEAST EXTRACTS,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
32801,MEAT AND YEAST EXTRACTS,328,MEAT AND YEAST EXTRACTS,oz,314339.0,ALL OTHER FOODS
32801,MEAT AND YEAST EXTRACTS,328,MEAT AND YEAST EXTRACTS,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
32901,TABLE  JELLY  SQUARES  &  CRYSTALS,329,TABLE JELLY SQUARES AND CRYSTALS,oz,304339.0,BEVERAGES & MISCELLANEOUS
32901,TABLE  JELLY  SQUARES  &  CRYSTALS,329,TABLE JELLY SQUARES AND CRYSTALS,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
32901,TABLE  JELLY  SQUARES  &  CRYSTALS,329,TABLE JELLY SQUARES AND CRYSTALS,oz,314339.0,ALL OTHER FOODS
32901,TABLE  JELLY  SQUARES  &  CRYSTALS,329,TABLE JELLY SQUARES AND CRYSTALS,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
33201,ICE-CREAM (AS PART OF A MEAL) MOUSSE,332,ICECREAM (+MOUSSE PRE-92),floz,304339.0,BEVERAGES & MISCELLANEOUS
33201,ICE-CREAM (AS PART OF A MEAL) MOUSSE,332,ICECREAM (+MOUSSE PRE-92),floz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
33201,ICE-CREAM (AS PART OF A MEAL) MOUSSE,332,ICECREAM (+MOUSSE PRE-92),floz,314339.0,ALL OTHER FOODS
33201,ICE-CREAM (AS PART OF A MEAL) MOUSSE,332,ICECREAM (+MOUSSE PRE-92),floz,315339.0,OTHER FOODS & MISC. INC. SOUPS
33201,ICE-CREAM (AS PART OF A MEAL) MOUSSE,332,ICECREAM (+MOUSSE PRE-92),floz,332333.0,FROZEN DAIRY FOODS
33202,"ICE-CREAM, MOUSSE",332,ICECREAM (+MOUSSE PRE-92),floz,304339.0,BEVERAGES & MISCELLANEOUS
33202,"ICE-CREAM, MOUSSE",332,ICECREAM (+MOUSSE PRE-92),floz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
33202,"ICE-CREAM, MOUSSE",332,ICECREAM (+MOUSSE PRE-92),floz,314339.0,ALL OTHER FOODS
33202,"ICE-CREAM, MOUSSE",332,ICECREAM (+MOUSSE PRE-92),floz,315339.0,OTHER FOODS & MISC. INC. SOUPS
33202,"ICE-CREAM, MOUSSE",332,ICECREAM (+MOUSSE PRE-92),floz,332333.0,FROZEN DAIRY FOODS
33203,ICECREAM,332,ICECREAM (+MOUSSE PRE-92),floz,304339.0,BEVERAGES & MISCELLANEOUS
33203,ICECREAM,332,ICECREAM (+MOUSSE PRE-92),floz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
33203,ICECREAM,332,ICECREAM (+MOUSSE PRE-92),floz,314339.0,ALL OTHER FOODS
33203,ICECREAM,332,ICECREAM (+MOUSSE PRE-92),floz,315339.0,OTHER FOODS & MISC. INC. SOUPS
33203,ICECREAM,332,ICECREAM (+MOUSSE PRE-92),floz,332333.0,FROZEN DAIRY FOODS
33301,ALL FROZEN CONVENIENCE FOODS NSE,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,304339.0,BEVERAGES & MISCELLANEOUS
33301,ALL FROZEN CONVENIENCE FOODS NSE,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
33301,ALL FROZEN CONVENIENCE FOODS NSE,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,314339.0,ALL OTHER FOODS
33301,ALL FROZEN CONVENIENCE FOODS NSE,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,315339.0,OTHER FOODS & MISC. INC. SOUPS
33301,ALL FROZEN CONVENIENCE FOODS NSE,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,332333.0,FROZEN DAIRY FOODS
33302,ICECREAM PRODUCTS,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,304339.0,BEVERAGES & MISCELLANEOUS
33302,ICECREAM PRODUCTS,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
33302,ICECREAM PRODUCTS,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,314339.0,ALL OTHER FOODS
33302,ICECREAM PRODUCTS,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,315339.0,OTHER FOODS & MISC. INC. SOUPS
33302,ICECREAM PRODUCTS,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,332333.0,FROZEN DAIRY FOODS
33303,OTHER FROZEN DAIRY FOODS AND ICES,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,304339.0,BEVERAGES & MISCELLANEOUS
33303,OTHER FROZEN DAIRY FOODS AND ICES,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
33303,OTHER FROZEN DAIRY FOODS AND ICES,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,314339.0,ALL OTHER FOODS
33303,OTHER FROZEN DAIRY FOODS AND ICES,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,315339.0,OTHER FOODS & MISC. INC. SOUPS
33303,OTHER FROZEN DAIRY FOODS AND ICES,333,ICECREAM PRODUCTS & OTH FROZEN DAIRY FDS,floz,332333.0,FROZEN DAIRY FOODS
33401,SALT,334,SALT,oz,304339.0,BEVERAGES & MISCELLANEOUS
33401,SALT,334,SALT,oz,314334.0,FOOD GP OF MAJOR FOODS 314 TO 334
33401,SALT,334,SALT,oz,314339.0,ALL OTHER FOODS
33401,SALT,334,SALT,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
33501,ARTIFICIAL SWEETENERS - EXP ONLY,335,ARTIFICIAL SWEETENERS - EXP ONLY,oz,304339.0,BEVERAGES & MISCELLANEOUS
33501,ARTIFICIAL SWEETENERS - EXP ONLY,335,ARTIFICIAL SWEETENERS - EXP ONLY,oz,314339.0,ALL OTHER FOODS
33501,ARTIFICIAL SWEETENERS - EXP ONLY,335,ARTIFICIAL SWEETENERS - EXP ONLY,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
33501,ARTIFICIAL SWEETENERS - EXP ONLY,335,ARTIFICIAL SWEETENERS - EXP ONLY,oz,335336.0,FOOD GP OF MAJOR FOODS 335 TO 336
33601,MISCELLANEOUS - EXP ONLY,336,MISCELLANEOUS - EXP ONLY,oz,304339.0,BEVERAGES & MISCELLANEOUS
33601,MISCELLANEOUS - EXP ONLY,336,MISCELLANEOUS - EXP ONLY,oz,314339.0,ALL OTHER FOODS
33601,MISCELLANEOUS - EXP ONLY,336,MISCELLANEOUS - EXP ONLY,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
33601,MISCELLANEOUS - EXP ONLY,336,MISCELLANEOUS - EXP ONLY,oz,335336.0,FOOD GP OF MAJOR FOODS 335 TO 336
33901,NOVEL PROTEIN FOODS,339,NOVEL PROTEIN FOODS,oz,304339.0,BEVERAGES & MISCELLANEOUS
33901,NOVEL PROTEIN FOODS,339,NOVEL PROTEIN FOODS,oz,314339.0,ALL OTHER FOODS
33901,NOVEL PROTEIN FOODS,339,NOVEL PROTEIN FOODS,oz,315339.0,OTHER FOODS & MISC. INC. SOUPS
33901,NOVEL PROTEIN FOODS,339,NOVEL PROTEIN FOODS,oz,339339.0,NOVEL PROTEIN FOODS
34001,SOFT DRINKS CONCENTRATED,340,SOFT DRINKS CONCENTRATED,floz,340341.0,SOFT DRINKS NOT LOW-CALORIE
34001,SOFT DRINKS CONCENTRATED,340,SOFT DRINKS CONCENTRATED,floz,340342.0,"TOTAL SOFT DRINKS, PRE 92"
34001,SOFT DRINKS CONCENTRATED,340,SOFT DRINKS CONCENTRATED,floz,340344.0,SOFT DRINKS
